Timestamp,ALT200_SPEED,ALT190_SPEED,ALT180_SPEED,ALT170_SPEED,ALT160_SPEED,ALT150_SPEED,ALT140_SPEED,ALT130_SPEED,ALT120_SPEED,ALT110_SPEED,ALT100_SPEED,ALT90_SPEED,ALT80_SPEED,ALT70_SPEED,ALT60_SPEED,ALT50_SPEED,ALT40_SPEED,ALT30_SPEED,ALT200_DIR,ALT190_DIR,ALT180_DIR,ALT170_DIR,ALT160_DIR,ALT150_DIR,ALT140_DIR,ALT130_DIR,ALT120_DIR,ALT110_DIR,ALT100_DIR,ALT90_DIR,ALT80_DIR,ALT70_DIR,ALT60_DIR,ALT50_DIR,ALT40_DIR,ALT30_DIR
2023-12-05 05:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 05:10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 05:20:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 06:10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 06:20:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 06:30:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 06:40:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 06:50:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 07:00:00,419,412,405,399,392,386,379,370,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,67,67,66,66,66,66,66,66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 07:10:00,446,440,432,426,420,414,407,401,394,398,400,404,406,400,386,371,359,347,53,53,53,53,53,53,53,53,53,52,51,50,49,47,45,43,41,39
2023-12-05 07:20:00,273,268,262,256,262,275,287,299,311,316,319,324,329,326,315,305,296,288,47,49,50,52,50,47,45,42,40,40,39,38,38,37,35,33,32,30
2023-12-05 07:30:00,323,317,312,307,288,265,245,232,224,224,223,223,223,225,225,227,227,230,325,323,321,319,323,329,337,345,354,355,356,357,359,360,2,3,4,5
2023-12-05 07:40:00,325,309,296,279,269,260,253,245,237,232,231,231,231,237,244,250,257,266,316,318,321,324,326,328,331,333,336,342,347,352,358,359,358,357,355,354
2023-12-05 07:50:00,325,308,291,271,260,252,246,237,231,231,233,242,255,258,251,245,240,236,316,318,320,322,325,327,330,333,336,345,353,1,8,10,9,7,5,3
2023-12-05 08:00:00,366,362,358,354,315,274,250,246,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,319,319,318,318,325,337,353,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 08:10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 08:20:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 08:30:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 08:40:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 08:50:00,386,399,413,427,395,360,343,347,371,412,451,494,537,578,618,659,701,745,21,17,14,10,2,350,337,322,311,306,303,300,297,295,292,289,287,285
2023-12-05 09:00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 09:11:00,377,387,399,409,373,336,324,339,377,405,439,473,510,548,585,624,666,707,26,25,24,23,15,0,344,327,315,309,304,300,297,293,290,287,284,282
2023-12-05 09:20:00,328,337,346,356,363,368,375,379,385,394,401,409,418,427,434,443,452,459,30,28,25,23,22,22,22,22,22,21,20,19,18,17,17,16,15,14
2023-12-05 09:30:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-12-05 09:40:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
